nome,sobrenome,disciplina,professor,nota
Victor,Morgan,ingles,Susan,C
Liam,Hamilton,geografia,Ruth,A
Liam,Hamilton,artes,Brian,A
Liam,Hamilton,ingles,Susan,B
Grace,Buckland,portugues,Patricia,A
Grace,Buckland,sociologia,Bertie,B
Amanda,Alsop,artes,Brian,A
Amanda,Alsop,geografia,Ruth,A
Amanda,Alsop,filosofia,George,D
Leah,Glover,biologia,William,C
Leah,Glover,matematica,Donald,D
Jason,Ogden,biologia,William,C
Jason,Ogden,ciencias,Donna,B
Jason,Ogden,sociologia,Bertie,A
Neil,Hunter,ingles,Susan,C
Neil,Hunter,ciencias,Donna,A
Neil,Hunter,filosofia,George,C
Rachel,Manning,artes,Brian,D
Rachel,Manning,geografia,Dorothy,C
Rachel,Manning,historia,Carol,D
Kevin,Lee,ciencias,Donna,B
Kevin,Lee,artes,Kenneth,D
Harry,Lyman,ingles,Michael,D
Harry,Lyman,portugues,Margaret,D
Bella,Pullman,sociologia,Bertie,A
Bella,Pullman,artes,Kenneth,A
Bella,Pullman,espanhol,Robert,A
Deirdre,Duncan,ingles,Karen,A
Deirdre,Duncan,artes,Kenneth,B
Deirdre,Duncan,espanhol,Robert,D
William,Short,ciencias,Donna,B
William,Short,filosofia,George,B
William,Short,historia,Carol,B
Cameron,Rutherford,portugues,Margaret,D
Cameron,Rutherford,filosofia,George,D
Cameron,Rutherford,biologia,Sarah,C
Sebastian,Rampling,geografia,Dorothy,D
Sebastian,Rampling,artes,Brian,D
Sebastian,Rampling,ingles,Karen,B
Joseph,MacDonald,filosofia,George,C
Joseph,MacDonald,ciencias,Donna,C
Joseph,MacDonald,geografia,Ruth,A
Carl,Martin,sociologia,Bertie,C
Carl,Martin,portugues,Elizabeth,C
Carl,Martin,artes,Kenneth,C
Melanie,Greene,biologia,William,D
Melanie,Greene,espanhol,Robert,B
Melanie,Greene,historia,Carol,A
Jan,Knox,ciencias,Donna,D
Jan,Knox,biologia,Sarah,B
Jan,Knox,portugues,Margaret,A
Oliver,Berry,filosofia,George,A
Oliver,Berry,espanhol,Robert,B
Rachel,Walsh,biologia,William,A
Rachel,Walsh,portugues,Elizabeth,C
Stewart,Poole,filosofia,George,B
Stewart,Poole,biologia,William,B
Stewart,Poole,portugues,James,C
Isaac,Thomson,sociologia,Bertie,A
Isaac,Thomson,filosofia,George,B
Isaac,Thomson,ingles,Michael,B
Isaac,Hart,historia,Carol,C
Isaac,Hart,ingles,Michael,D
Isaac,Hart,biologia,Sarah,C
Jack,Sutherland,espanhol,Robert,C
Jack,Sutherland,geografia,Dorothy,B
Claire,Duncan,sociologia,Bertie,C
Claire,Duncan,filosofia,George,A
Claire,Duncan,portugues,Patricia,C
Sonia,Bailey,portugues,Patricia,D
Sonia,Bailey,geografia,Dorothy,D
Sonia,Bailey,filosofia,George,B
Harry,Ferguson,espanhol,Robert,B
Harry,Ferguson,portugues,James,A
Harry,Ferguson,geografia,Ruth,A
Austin,Ferguson,portugues,James,D
Austin,Ferguson,espanhol,Robert,B
Austin,Ferguson,geografia,Ruth,A
Alexander,Hunter,ciencias,Donna,D
Alexander,Hunter,biologia,Sarah,B
Alexander,Hunter,matematica,John,A
Hannah,McGrath,filosofia,George,B
Hannah,McGrath,sociologia,Bertie,C
Hannah,McGrath,matematica,John,D
Angela,Hart,ciencias,Donna,B
Angela,Hart,biologia,William,B
Angela,Hart,portugues,James,D
Stephanie,Marshall,ingles,Karen,B
Stephanie,Marshall,geografia,Ruth,A
Katherine,Knox,ciencias,Donna,D
Katherine,Knox,geografia,Ruth,C
Thomas,Payne,matematica,Paul,C
Thomas,Payne,ingles,Susan,A
Thomas,Payne,portugues,Patricia,B
Richard,Forsyth,historia,Carol,B
Richard,Forsyth,espanhol,Robert,B
Richard,Forsyth,ciencias,Donna,C
Piers,Piper,geografia,Dorothy,B
Piers,Piper,matematica,Donald,A
Piers,Piper,sociologia,Bertie,C
Benjamin,Langdon,artes,Brian,B
Benjamin,Langdon,filosofia,George,C
Kevin,Sharp,espanhol,Robert,C
Kevin,Sharp,sociologia,Bertie,A
Kevin,Sharp,portugues,Margaret,A
Jonathan,Berry,espanhol,Robert,A
Jonathan,Berry,matematica,Donald,C
Jonathan,Berry,filosofia,George,C
Austin,Anderson,matematica,Charles,D
Austin,Anderson,filosofia,George,D
Austin,Anderson,sociologia,Bertie,D
Rose,Greene,artes,Kenneth,D
Rose,Greene,filosofia,George,D
Rose,Greene,portugues,Patricia,A
Jack,Randall,artes,Brian,B
Jack,Randall,historia,Carol,B
Jack,Randall,filosofia,George,A
Paul,Hardacre,ciencias,Donna,C
Paul,Hardacre,espanhol,Robert,A
Paul,Hardacre,portugues,Margaret,D
Trevor,Peters,ingles,Susan,B
Trevor,Peters,filosofia,George,D
Penelope,Smith,matematica,Paul,C
Penelope,Smith,historia,Carol,C
Penelope,Smith,espanhol,Robert,D
Harry,Young,geografia,Dorothy,D
Harry,Young,matematica,John,B
Owen,Henderson,espanhol,Robert,B
Owen,Henderson,historia,Carol,B
Owen,Henderson,filosofia,George,A
Melanie,Wilson,filosofia,George,B
Melanie,Wilson,artes,Kenneth,B
Melanie,Wilson,historia,Carol,B
Tracey,Harris,espanhol,Robert,C
Tracey,Harris,ciencias,Donna,C
Tracey,Harris,historia,Carol,D
Jane,Hill,ingles,Karen,C
Jane,Hill,espanhol,Robert,B
Jane,Hill,sociologia,Bertie,A
Neil,Rutherford,portugues,Margaret,C
Neil,Rutherford,geografia,Ruth,A
Neil,Rutherford,matematica,Charles,C
Sonia,Grant,filosofia,George,C
Sonia,Grant,espanhol,Robert,A
Sonia,Grant,biologia,Sarah,C
Yvonne,Berry,artes,Brian,A
Yvonne,Berry,historia,Carol,B
Yvonne,Berry,matematica,Donald,B
Alison,Skinner,filosofia,George,D
Alison,Skinner,geografia,Ruth,B
Alison,Skinner,espanhol,Robert,C
John,King,artes,Kenneth,D
John,King,matematica,Donald,A
John,King,geografia,Dorothy,D
Wanda,Russell,filosofia,George,B
Wanda,Russell,artes,Kenneth,B
Wanda,Russell,ingles,Susan,D
Phil,Hudson,matematica,Donald,B
Phil,Hudson,sociologia,Bertie,A
Phil,Hudson,ingles,Susan,D
Olivia,Rampling,matematica,Charles,A
Olivia,Rampling,geografia,Ruth,A
Joan,Edmunds,portugues,James,C
Joan,Edmunds,matematica,John,A
Joan,Edmunds,biologia,Sarah,B
Carolyn,Berry,artes,Kenneth,C
Carolyn,Berry,matematica,Charles,D
Carolyn,Berry,filosofia,George,C
Julian,Piper,artes,Kenneth,B
Julian,Piper,sociologia,Bertie,C
Julian,Piper,espanhol,Robert,B
Ava,Abraham,biologia,Sarah,A
Ava,Abraham,ciencias,Donna,D
Madeleine,McDonald,ciencias,Donna,B
Madeleine,McDonald,sociologia,Bertie,A
Madeleine,McDonald,filosofia,George,D
Jasmine,Butler,historia,Carol,A
Jasmine,Butler,filosofia,George,B
Jasmine,Butler,biologia,Sarah,A
Sonia,Cameron,biologia,Sarah,B
Sonia,Cameron,ciencias,Donna,B
Sonia,Cameron,portugues,James,C
Benjamin,Sharp,sociologia,Bertie,D
Benjamin,Sharp,biologia,William,A
Sam,Stewart,ingles,Michael,D
Sam,Stewart,ciencias,Donna,C
Michael,Newman,portugues,Elizabeth,B
Michael,Newman,geografia,Dorothy,A
Michael,Newman,ciencias,Donna,C
Jane,Walker,historia,Carol,A
Jane,Walker,sociologia,Bertie,C
Jane,Walker,portugues,Patricia,A
Benjamin,Mackenzie,sociologia,Bertie,C
Benjamin,Mackenzie,biologia,Sarah,B
Lisa,Hudson,filosofia,George,D
Lisa,Hudson,espanhol,Robert,C
Lisa,Hudson,matematica,Charles,C
Hannah,Ince,portugues,Margaret,C
Hannah,Ince,filosofia,George,C
Hannah,Ince,sociologia,Bertie,A
Justin,Morgan,filosofia,George,A
Justin,Morgan,biologia,Sarah,A
Justin,Morgan,ciencias,Donna,A
Caroline,Jones,portugues,Margaret,B
Caroline,Jones,sociologia,Bertie,C
Caroline,Jones,geografia,Dorothy,C
Anne,Rutherford,espanhol,Robert,C
Anne,Rutherford,geografia,Dorothy,B
Anne,Rutherford,sociologia,Bertie,D
Warren,Greene,portugues,Patricia,D
Warren,Greene,espanhol,Robert,A
Warren,Greene,biologia,William,A
Dylan,Davies,portugues,Patricia,C
Dylan,Davies,geografia,Dorothy,A
Dylan,Davies,historia,Carol,D
Julia,Vaughan,ingles,Michael,B
Julia,Vaughan,portugues,Patricia,B
Julia,Vaughan,artes,Brian,B
Edward,Dyer,geografia,Ruth,A
Edward,Dyer,ciencias,Donna,D
Edward,Dyer,historia,Carol,D
Max,Terry,espanhol,Robert,A
Max,Terry,sociologia,Bertie,B
Max,Terry,portugues,Elizabeth,C
Sonia,Anderson,matematica,Paul,B
Sonia,Anderson,filosofia,George,D
Sonia,Anderson,geografia,Dorothy,C
Emma,Manning,geografia,Dorothy,A
Emma,Manning,espanhol,Robert,B
Maria,Lyman,filosofia,George,D
Maria,Lyman,ingles,Susan,C
Maria,Lyman,ciencias,Donna,A
Michelle,Dyer,filosofia,George,A
Michelle,Dyer,historia,Carol,A
Michelle,Dyer,sociologia,Bertie,D
Mary,Poole,historia,Carol,D
Mary,Poole,matematica,Donald,C
Mary,Poole,ingles,Susan,A
Alan,Baker,filosofia,George,A
Alan,Baker,ingles,Michael,D
Alan,Baker,espanhol,Robert,A
Edward,Johnston,portugues,Patricia,D
Edward,Johnston,historia,Carol,D
Edward,Johnston,sociologia,Bertie,D
Jennifer,North,espanhol,Robert,D
Jennifer,North,artes,Brian,B
Jennifer,North,matematica,John,B
Dorothy,Sharp,historia,Carol,B
Dorothy,Sharp,ciencias,Donna,B
Matt,Scott,sociologia,Bertie,A
Matt,Scott,biologia,Sarah,D
Sophie,Powell,historia,Carol,A
Sophie,Powell,artes,Brian,B
Sophie,Powell,espanhol,Robert,C
Victoria,Harris,espanhol,Robert,B
Victoria,Harris,geografia,Ruth,A
Rose,Peters,historia,Carol,A
Rose,Peters,ingles,Michael,D
Rose,Peters,matematica,John,C
Warren,Springer,ingles,Michael,C
Warren,Springer,biologia,Sarah,D
Anne,Peake,historia,Carol,A
Anne,Peake,espanhol,Robert,D
Anne,Peake,portugues,Margaret,C
Adam,Burgess,espanhol,Robert,A
Adam,Burgess,biologia,William,A
Adam,Burgess,ingles,Susan,B
Heather,Howard,portugues,Margaret,B
Heather,Howard,artes,Brian,A
Heather,Howard,geografia,Ruth,D
Dan,Kerr,sociologia,Bertie,B
Dan,Kerr,historia,Carol,B
Dan,Kerr,espanhol,Robert,A
Jane,Burgess,filosofia,George,B
Jane,Burgess,sociologia,Bertie,D
Jane,Burgess,ciencias,Donna,C
Christopher,Nolan,historia,Carol,C
Christopher,Nolan,artes,Brian,D
Christopher,Nolan,biologia,Sarah,C
Ella,Lee,filosofia,George,C
Ella,Lee,geografia,Ruth,D
Ella,Lee,biologia,Sarah,C
Sonia,Poole,portugues,Patricia,C
Sonia,Poole,geografia,Ruth,C
Sonia,Poole,filosofia,George,B
Christopher,Jackson,ingles,Susan,D
Christopher,Jackson,portugues,Patricia,C
Madeleine,Paterson,filosofia,George,A
Madeleine,Paterson,espanhol,Robert,C
Madeleine,Paterson,ciencias,Donna,B
Richard,North,ingles,Karen,D
Richard,North,artes,Kenneth,C
Richard,North,ciencias,Donna,C
Grace,Sanderson,matematica,Donald,A
Grace,Sanderson,sociologia,Bertie,A
Keith,Bower,sociologia,Bertie,D
Keith,Bower,portugues,Margaret,D
Keith,Bower,ciencias,Donna,B
Anthony,Rutherford,matematica,Donald,B
Anthony,Rutherford,filosofia,George,D
Anthony,Rutherford,ciencias,Donna,C
Michael,Arnold,sociologia,Bertie,B
Michael,Arnold,geografia,Ruth,D
Michael,Arnold,matematica,Charles,C
Alison,Welch,espanhol,Robert,D
Alison,Welch,sociologia,Bertie,D
Grace,Knox,ingles,Karen,A
Grace,Knox,portugues,James,B
Joan,Chapman,portugues,James,C
Joan,Chapman,artes,Kenneth,A
Pippa,Bell,espanhol,Robert,A
Pippa,Bell,biologia,Sarah,C
Alison,Bower,espanhol,Robert,C
Alison,Bower,artes,Brian,B
Alison,Bower,biologia,Sarah,C
James,Kerr,artes,Kenneth,A
James,Kerr,historia,Carol,D
Matt,Morgan,biologia,William,D
Matt,Morgan,ingles,Susan,D
Piers,McLean,ciencias,Donna,D
Piers,McLean,geografia,Dorothy,D
Jennifer,Lawrence,geografia,Dorothy,D
Jennifer,Lawrence,matematica,Charles,D
Anne,Skinner,portugues,Patricia,D
Anne,Skinner,espanhol,Robert,C
Anne,Skinner,matematica,Donald,A
Andrew,Clark,filosofia,George,B
Lily,Wright,geografia,Ruth,D
Lily,Wright,artes,Kenneth,A
Lily,Wright,sociologia,Bertie,C
Fiona,Quinn,historia,Carol,B
Fiona,Quinn,biologia,William,D
Sally,Pullman,ingles,Michael,C
Sally,Pullman,portugues,Margaret,D
Sally,Pullman,geografia,Dorothy,A
Bella,Lewis,sociologia,Bertie,B
Bella,Lewis,biologia,William,A
Bella,Lewis,geografia,Dorothy,C
Hannah,Abraham,portugues,Margaret,B
Hannah,Abraham,ciencias,Donna,B
Virginia,Cameron,sociologia,Bertie,D
Virginia,Cameron,geografia,Ruth,A
Virginia,Cameron,biologia,William,A
Chloe,Cameron,biologia,Sarah,A
Chloe,Cameron,geografia,Ruth,A
Chloe,Cameron,portugues,Elizabeth,A
Donna,Parr,filosofia,George,C
Donna,Parr,historia,Carol,C
Donna,Parr,ingles,Michael,B
Trevor,Glover,historia,Carol,D
Trevor,Glover,biologia,William,B
Trevor,Glover,filosofia,George,C
Steven,Coleman,artes,Kenneth,A
Steven,Coleman,espanhol,Robert,A
Steven,Coleman,ciencias,Donna,C
Adam,McDonald,filosofia,George,D
Adam,McDonald,biologia,William,B
Adam,McDonald,artes,Brian,A
Jason,Howard,historia,Carol,C
Jason,Howard,geografia,Ruth,B
Jason,Howard,matematica,Paul,B
Felicity,Morgan,espanhol,Robert,C
Felicity,Morgan,biologia,Sarah,D
Felicity,Morgan,ingles,Michael,D
Yvonne,Burgess,filosofia,George,D
Yvonne,Burgess,artes,Brian,B
Adam,Metcalfe,sociologia,Bertie,C
Adam,Metcalfe,biologia,William,D
Adam,Metcalfe,ingles,Susan,B
Mary,Mills,filosofia,George,B
Mary,Mills,biologia,William,A
Mary,Mills,geografia,Ruth,A
Christopher,Abraham,filosofia,George,C
Christopher,Abraham,geografia,Ruth,A
Christopher,Abraham,portugues,Patricia,C
Nicola,Carr,matematica,John,C
Nicola,Carr,ingles,Karen,B
Nicola,Carr,geografia,Ruth,C
Gordon,Walsh,biologia,William,A
Gordon,Walsh,geografia,Dorothy,B
Gordon,Walsh,espanhol,Robert,D
Paul,Parsons,historia,Carol,B
Paul,Parsons,artes,Brian,A
Paul,Parsons,filosofia,George,B
Karen,Piper,portugues,James,A
Karen,Piper,historia,Carol,A
Karen,Piper,artes,Kenneth,A
Liam,Dyer,ciencias,Donna,C
Liam,Dyer,filosofia,George,C
Audrey,Bell,matematica,John,A
Audrey,Bell,biologia,Sarah,A
Audrey,Bell,geografia,Dorothy,A
Ian,Jackson,portugues,James,D
Ian,Jackson,ingles,Michael,B
Ian,Jackson,biologia,Sarah,C
Owen,Chapman,filosofia,George,C
Owen,Chapman,matematica,John,B
Owen,Chapman,ciencias,Donna,D
Deirdre,Abraham,ingles,Susan,D
Deirdre,Abraham,artes,Kenneth,A
Deirdre,Abraham,ciencias,Donna,C
Thomas,Randall,geografia,Ruth,B
Thomas,Randall,artes,Kenneth,A
Stephen,Welch,geografia,Dorothy,A
Stephen,Welch,espanhol,Robert,D
Lillian,Grant,espanhol,Robert,A
Lillian,Grant,ingles,Karen,A
Lillian,Grant,portugues,James,C
Frank,Henderson,geografia,Ruth,A
Frank,Henderson,filosofia,George,D
Chloe,Reid,biologia,Sarah,D
Chloe,Reid,portugues,James,D
Chloe,Reid,historia,Carol,A
Heather,Paterson,ingles,Michael,B
Heather,Paterson,geografia,Ruth,A
Heather,Paterson,filosofia,George,C
Dylan,Coleman,ciencias,Donna,B
Dylan,Coleman,espanhol,Robert,B
Dylan,Coleman,sociologia,Bertie,D
Brian,Churchill,biologia,William,D
Brian,Churchill,ciencias,Donna,A
Brian,Churchill,historia,Carol,C
Ava,Lambert,biologia,Sarah,C
Ava,Lambert,filosofia,George,D
Ava,Lambert,ingles,Michael,B
Ruth,MacLeod,biologia,William,C
Ruth,MacLeod,filosofia,George,D
Boris,Avery,ciencias,Donna,C
Boris,Avery,ingles,Susan,A
Boris,Avery,biologia,Sarah,D
Oliver,Kerr,biologia,Sarah,C
Oliver,Kerr,artes,Brian,B
Oliver,Kerr,ingles,Susan,A
Pippa,Brown,biologia,Sarah,C
Pippa,Brown,artes,Brian,C
Pippa,Brown,geografia,Ruth,D
Nicholas,Ince,geografia,Ruth,C
Nicholas,Ince,portugues,Elizabeth,B
Kevin,Hart,ingles,Susan,B
Kevin,Hart,sociologia,Bertie,D
Joshua,Robertson,filosofia,George,C
Joshua,Robertson,sociologia,Bertie,C
Joshua,Robertson,espanhol,Robert,A
Alexander,Slater,historia,Carol,A
Alexander,Slater,sociologia,Bertie,D
Alexander,Slater,portugues,Margaret,C
Madeleine,Rees,espanhol,Robert,C
Madeleine,Rees,biologia,William,D
Madeleine,Rees,geografia,Dorothy,B
Andrew,Paige,ingles,Michael,B
Andrew,Paige,ciencias,Donna,C
Andrew,Paige,filosofia,George,A
Christian,Reid,sociologia,Bertie,B
Christian,Reid,matematica,Donald,B
Warren,Hamilton,filosofia,George,A
Warren,Hamilton,sociologia,Bertie,A
Warren,Hamilton,portugues,Patricia,C
Diane,Hart,espanhol,Robert,A
Diane,Hart,artes,Brian,D
Diane,Hart,portugues,Patricia,A
Kevin,Ferguson,biologia,Sarah,B
Kevin,Ferguson,matematica,John,B
Jennifer,Welch,matematica,Charles,A
Jennifer,Welch,sociologia,Bertie,C
Jennifer,Welch,geografia,Ruth,C
Lillian,Duncan,historia,Carol,C
Lillian,Duncan,espanhol,Robert,A
Lillian,Duncan,biologia,Sarah,D
Leah,Russell,espanhol,Robert,B
Leah,Russell,ciencias,Donna,A
Leah,Russell,biologia,Sarah,A
Mary,Ross,artes,Kenneth,B
Mary,Ross,sociologia,Bertie,B
Mary,Ross,geografia,Ruth,B
Warren,Graham,filosofia,George,C
Warren,Graham,portugues,Margaret,A
Warren,Graham,historia,Carol,A
Oliver,Hart,matematica,John,C
Oliver,Hart,biologia,Sarah,B
Oliver,Hart,artes,Brian,B
Heather,Clark,portugues,Margaret,A
Heather,Clark,artes,Brian,D
Heather,Clark,ciencias,Donna,C
Joe,Knox,biologia,Sarah,B
Joe,Knox,historia,Carol,A
Yvonne,Clark,biologia,William,D
Yvonne,Clark,filosofia,George,B
Thomas,May,artes,Kenneth,C
Thomas,May,portugues,Margaret,C
Thomas,May,ingles,Karen,B
Carl,Murray,sociologia,Bertie,D
Carl,Murray,biologia,Sarah,B
Carl,Murray,historia,Carol,B
Joseph,Young,biologia,Sarah,B
Joseph,Young,geografia,Dorothy,B
Joseph,Young,espanhol,Robert,A
Charles,Sanderson,espanhol,Robert,A
Charles,Sanderson,filosofia,George,A
Jonathan,Clark,biologia,Sarah,B
Jonathan,Clark,ingles,Susan,D
Jonathan,Clark,ciencias,Donna,D
Wendy,Kerr,sociologia,Bertie,B
Wendy,Kerr,espanhol,Robert,C
Audrey,Davidson,espanhol,Robert,D
Audrey,Davidson,artes,Brian,D
Audrey,Davidson,ingles,Karen,C
Virginia,Vance,filosofia,George,B
Virginia,Vance,portugues,Patricia,B
Virginia,Vance,historia,Carol,A
Tim,Ince,filosofia,George,B
Tim,Ince,historia,Carol,C
Tim,Ince,sociologia,Bertie,A
Sue,Ferguson,artes,Brian,B
Sue,Ferguson,espanhol,Robert,A
Sue,Ferguson,filosofia,George,C
Kevin,Mackay,artes,Kenneth,D
Kevin,Mackay,historia,Carol,B
Kevin,Mackay,ciencias,Donna,C
Pippa,MacDonald,filosofia,George,C
Pippa,MacDonald,portugues,Elizabeth,D
Pippa,MacDonald,ingles,Karen,D
Jessica,Ferguson,ingles,Karen,B
Jessica,Ferguson,artes,Kenneth,A
Jessica,Ferguson,filosofia,George,C
Jessica,Lyman,sociologia,Bertie,B
Jessica,Lyman,filosofia,George,D
Fiona,Allan,matematica,Donald,B
Fiona,Allan,ingles,Susan,D
Fiona,Allan,biologia,Sarah,B
Rebecca,Walsh,sociologia,Bertie,C
Rebecca,Walsh,ciencias,Donna,C
Rebecca,Walsh,historia,Carol,B
Thomas,Lewis,matematica,Paul,D
Thomas,Lewis,artes,Kenneth,A
Thomas,Lewis,ingles,Karen,A
Madeleine,Davies,artes,Brian,C
Madeleine,Davies,ciencias,Donna,D
Madeleine,Davies,espanhol,Robert,A
Joshua,Metcalfe,matematica,John,D
Joshua,Metcalfe,biologia,William,D
Joshua,Metcalfe,historia,Carol,A
Thomas,King,sociologia,Bertie,D
Thomas,King,biologia,William,D
Vanessa,Bower,ingles,Karen,D
Vanessa,Bower,artes,Kenneth,D
Vanessa,Bower,geografia,Dorothy,D
Elizabeth,Slater,matematica,Paul,B
Elizabeth,Slater,geografia,Dorothy,D
Leah,Ince,biologia,William,B
Leah,Ince,ciencias,Donna,C
Leah,Ince,filosofia,George,B
Dorothy,Glover,biologia,Sarah,A
Dorothy,Glover,espanhol,Robert,C
Dorothy,Glover,sociologia,Bertie,C
Adrian,Lewis,biologia,Sarah,D
Adrian,Lewis,ingles,Susan,D
Adrian,Lewis,sociologia,Bertie,C
Anthony,Ogden,portugues,James,C
Anthony,Ogden,matematica,Charles,B
Anthony,Ogden,artes,Brian,C
Boris,Parsons,filosofia,George,D
Boris,Parsons,ciencias,Donna,C
Boris,Parsons,ingles,Susan,B
Donna,Rampling,portugues,Patricia,B
Donna,Rampling,ciencias,Donna,D
Donna,Rampling,biologia,William,A
Anna,Ferguson,geografia,Dorothy,B
Anna,Ferguson,historia,Carol,A
Anna,Ferguson,matematica,Donald,D
Nicola,Roberts,ciencias,Donna,A
Nicola,Roberts,geografia,Ruth,B
Nicola,Roberts,portugues,James,B
David,Peake,historia,Carol,D
David,Peake,sociologia,Bertie,A
David,Peake,ingles,Michael,B
Hannah,Watson,historia,Carol,A
Hannah,Watson,sociologia,Bertie,B
Hannah,Watson,matematica,John,C
Rebecca,Ball,historia,Carol,D
Rebecca,Ball,portugues,James,A
Stephen,May,filosofia,George,A
Stephen,May,portugues,Margaret,C
Stephen,May,ingles,Michael,A
Bernadette,Thomson,filosofia,George,A
Bernadette,Thomson,historia,Carol,C
Bernadette,Thomson,artes,Brian,A
Madeleine,Arnold,biologia,Sarah,C
Madeleine,Arnold,espanhol,Robert,B
Madeleine,Arnold,portugues,Margaret,C
Jane,Metcalfe,portugues,Elizabeth,B
Jane,Metcalfe,biologia,Sarah,D
Donna,Vance,sociologia,Bertie,A
Donna,Vance,biologia,William,B
Joe,Poole,ciencias,Donna,D
Joe,Poole,historia,Carol,D
Joe,Poole,sociologia,Bertie,D
Keith,Short,filosofia,George,B
Keith,Short,biologia,William,B
Joanne,Marshall,artes,Kenneth,B
Joanne,Marshall,biologia,William,A
Joanne,Marshall,ciencias,Donna,A
Heather,Hamilton,portugues,Patricia,A
Heather,Hamilton,ciencias,Donna,A
Jonathan,Avery,sociologia,Bertie,D
Jonathan,Avery,geografia,Dorothy,A
Jonathan,Avery,filosofia,George,D
Grace,Watson,geografia,Ruth,B
Grace,Watson,matematica,Paul,C
Grace,Watson,espanhol,Robert,A
Steven,Mackenzie,ciencias,Donna,B
Steven,Mackenzie,portugues,Margaret,D
Steven,Mackenzie,biologia,Sarah,D
Carolyn,Lawrence,ingles,Michael,A
Carolyn,Lawrence,filosofia,George,B
Carolyn,Lawrence,ciencias,Donna,B
Piers,Duncan,ciencias,Donna,A
Piers,Duncan,sociologia,Bertie,B
Bernadette,Taylor,espanhol,Robert,A
Bernadette,Taylor,historia,Carol,A
Bernadette,Taylor,ingles,Michael,D
Eric,Russell,espanhol,Robert,C
Eric,Russell,artes,Kenneth,B
Eric,Russell,filosofia,George,B
Peter,Mackenzie,geografia,Dorothy,D
Peter,Mackenzie,filosofia,George,D
Peter,Mackenzie,ingles,Michael,D
Adam,Anderson,filosofia,George,C
Adam,Anderson,artes,Brian,B
Adam,Anderson,biologia,Sarah,A
Michael,Paterson,historia,Carol,D
Michael,Paterson,geografia,Dorothy,A
Michael,Paterson,matematica,Charles,A
Joan,Jones,portugues,Patricia,D
Joan,Jones,geografia,Ruth,D
Joan,Jones,matematica,Paul,B
Rebecca,Chapman,historia,Carol,B
Rebecca,Chapman,sociologia,Bertie,C
Jason,Rampling,espanhol,Robert,D
Jason,Rampling,ciencias,Donna,D
Jason,Rampling,historia,Carol,A
Nicola,Jones,filosofia,George,D
Nicola,Jones,matematica,John,A
Nicola,Jones,ciencias,Donna,C
Julian,McGrath,ingles,Michael,B
Julian,McGrath,artes,Kenneth,B
Julian,McGrath,espanhol,Robert,A
Leah,Berry,ciencias,Donna,B
Leah,Berry,ingles,Michael,B
Amanda,Lyman,ciencias,Donna,A
Amanda,Lyman,portugues,Elizabeth,C
Nathan,Fraser,ingles,Susan,A
Nathan,Fraser,artes,Brian,B
Audrey,Mitchell,biologia,William,B
Audrey,Mitchell,espanhol,Robert,D
Audrey,Mitchell,matematica,Charles,D
Sonia,Dickens,sociologia,Bertie,B
Sonia,Dickens,historia,Carol,D
Abigail,Edmunds,biologia,William,A
Abigail,Edmunds,espanhol,Robert,A
Abigail,Edmunds,ciencias,Donna,A
Faith,Glover,ingles,Susan,D
Faith,Glover,sociologia,Bertie,C
Faith,Glover,portugues,Margaret,D
Phil,Dowd,geografia,Ruth,A
Phil,Dowd,artes,Kenneth,C
John,Ball,ciencias,Donna,C
John,Ball,filosofia,George,D
John,Ball,biologia,William,A
Claire,Bell,biologia,Sarah,C
Claire,Bell,geografia,Ruth,C
Claire,Bell,historia,Carol,D
Sonia,Hughes,espanhol,Robert,B
Sonia,Hughes,historia,Carol,D
Sonia,Hughes,biologia,Sarah,B
Phil,Sutherland,portugues,James,A
Phil,Sutherland,matematica,Charles,A
Phil,Sutherland,artes,Brian,D
Stephanie,Hardacre,sociologia,Bertie,D
Stephanie,Hardacre,filosofia,George,D
Stephanie,Hardacre,matematica,Charles,A
Irene,Sharp,artes,Kenneth,C
Irene,Sharp,ingles,Michael,A
Blake,Mills,ciencias,Donna,D
Blake,Mills,artes,Kenneth,B
Alexander,Manning,geografia,Dorothy,C
Alexander,Manning,sociologia,Bertie,B
Alexander,Manning,matematica,Paul,A
Blake,Roberts,matematica,Charles,D
Blake,Roberts,geografia,Dorothy,C
Blake,Roberts,biologia,William,A
Ryan,Sanderson,geografia,Ruth,D
Ryan,Sanderson,ciencias,Donna,C
Elizabeth,Mackay,espanhol,Robert,B
Elizabeth,Mackay,portugues,Patricia,A
Elizabeth,Mackay,historia,Carol,C
Jack,Kelly,historia,Carol,C
Jack,Kelly,geografia,Dorothy,D
Jack,Kelly,sociologia,Bertie,B
Simon,Hardacre,ingles,Karen,D
Simon,Hardacre,filosofia,George,D
Adrian,Cornish,ciencias,Donna,B
Adrian,Cornish,filosofia,George,C
Adrian,Cornish,ingles,Michael,C
Jan,Hughes,biologia,Sarah,D
Jan,Hughes,portugues,James,D
Jan,Hughes,ciencias,Donna,A
Jacob,Vance,sociologia,Bertie,C
Jacob,Vance,matematica,Donald,A
Peter,Quinn,filosofia,George,A
Peter,Quinn,ingles,Karen,C
Peter,Quinn,sociologia,Bertie,A
Frank,White,filosofia,George,C
Frank,White,portugues,James,D
David,Rampling,ingles,Karen,C
David,Rampling,historia,Carol,C
David,Rampling,portugues,Patricia,B
Melanie,Martin,ciencias,Donna,D
